compra,clase
paq bolsa plástica para basura,3
marco para foto doble,3
pasillos de plasticos,3
ketchup envaseday pack,0
eutirox farmacia,4
celular recarga entel,6
pasaje concep tome,5
taxi desde mall costanera a domicilio,5
botella gaseosa cola light,0
jeans color,2
peras secas,0
caja flora intestinal 60 comprimidos,4
lavadora 12 kg,3
boxer hombre lencería,2
remedios línea 1 rph para corazón,4
ino reserva carmenere,1
harina carozzi,0
sidra dulce botella 33 cc,1
arreglo gral vahiculo arreglo motor fundido,5
atrovent inalador bucal,4
vestido de iesta,2
helado agua,0
mini selz 35 gr cu,0
examen de sangre glicemia colesterol tabla 3,4
cajas fosforos 1 paquete,3
rodillo polie 15 cm,3
recarga móvil entel,6
pastilla ketorolaco,4
pijama algodón mujer largo,2
pasajes trabajo ida y vuelta colectivo,5
tina de baño,3
vehículo kia carens,5
poleras regalo niños,2
pates tripa de ternera,0
jeans de mujer juvenil,2
leche líquida sin sabor,0
cirugía ambulatoria nie 2,4
pack 4 und escuadra silla,3
examen de sudor radiografias bronquios espirometria,4
zapatillas de casa unisex,2
mayonesa helmans sobre,0
examen deposiciones,4
carne tapapecho vacuno granel,0
bebida fantasía coca cola botella gaseosa,0
par de jeans mujer adulta,2
sicologa hija consulta,4
abrigo lana mujer adulta,2
sopa instantánea fideos x 65 grs,0
caja de ciclobnzaprina 10 mg,4
doblada,0
rx estómago examen de sangre,4
zapatos tacones formales de mujer,2
sal frasco 125 grs,0
cesárea copago,4
tomate italiano,0
paños navideños de centro,3
cajas de jaleas durazno,0
aceite oliva extra virgen,0
transfer coyhaique balmaceda ida vuelta,5
leche soprole semidescremada 200 ml,0
jarabe hedilar expectorante,4
lavalozas limón envase plástico,3
posta negra carne bandeja,0
mueble con platos,3
amlodipino medicamento antidepresivos,4
puro,1
bebida gaseosa fanta,0
caja analgésico y anti inflamatorio comprimidos 15 cu,4
viaje a rancagua expreso,5
pack film puc,3
galletas paquete frac,0
aceite de pescado capsulas,4
lentes opticos solo vidrios,4
pan especial envasado,0
gotas ojos toptear 04 postitulo lagrimas,4
terno hombre c camisa y corbata,2
blusa de dama adulto,2
pincho bambú 15 cm,3
bolsa de palos de brochetas,3
cloro gel hogar,3
pincho bambú 15 cm,3
cilantro paquete frescos,0
limpieza de colchas,2
jugo natural naranja botella,0
cirugía ginecológica 4 dias de hospsitalizacion,4
petróleo combustible,5
par de sostenes dama,2
cierres pantalón,2
pago por accidente de fractura de codo y rotura de ligamentoconsulta scannerradiografiasresonancia magnética,4
buzo niña 1200010000,2
esponja de fibra,3
poroto blanco,0
litro vino,1
zapatilla bebe,2
jugo limón sucedáneo,0
pasaje metro idavuelta,5
kia río ii 2005,5
cinta doble contacto 18 mt,3
ungüento t inmun para niño,4
par de traje de baño marca barracuda,2
chapa,3
guante de coicina,3
linaza en bolsa,0
polera soy luna talla 10 de niña,2
paracetamol medicamento,4
polera hombre manga corta de hombre,2
becker lata cerveza,1
consulta dental revisión limpieza,4
clorinda gel 900 ml,3
medicamento galvus met para diabetes,4
bolsas plasticas ziploc,3
abrigo chaqueta e impermeable mujer,2
consulta dental endodoncia y carillas,4
cajetilla cigarro 20 unidad,1
clavo corriente 4,3
canasta porta jabón,3
atención urgencia pediatrica,4
sobre sales rehidratacion oral 60 meq infantil 1,4
8 pasajes a isla negra 2 semanales,5
spray aerosol de ambiente,3
brochas 3x2690,3
zapatillas de homber,2
cambio aceite incluye filtro hiunday 1996,5
2 kilo,0
cambio de calefont solo aparato,3
set de camisetas niña,2
tabletas remedio prednisona,4
carga de metro de santiago,5
peaje 1000 lampa,5
papel aluminio rollo,3
pasajes la serena ovalle ovalle la serena,5
cigarrillo cajetilla 20 unid blancos,1
pasaje bus talcacuricocuricotalca,5
pack calcetines niño algodón 3 und,2
carga celular prepago entel,6
churros,0
guantes con bufanda,2
locomoción colectivo pasaje,5
ecografia de rodilla,4
taxi al terminal buses rural de temuco desde domicilio en padre las casas,5
reparación de bicicletas,5
ropa infantil polera niño,2
inst de cocina instructivo de cocina,3
escaneo automotriz,5
12 hora estacionamiento,5
tapsin en tabletas día,4
chocolate en barra relleno,0
bolsita lentejuelas,2
celular básico ax 605 negro,6
1 pack de cervezas 500 cc cu,1
vasos 300 cc blancos desechables 25 unid,3
fuente horno chica,3
cajetilla cigarros lucky doble click,1
sour pisco premium,1
esponja jabonosas para loza de 6,3
lija pie,3
pastilla wc,3
urgencia por hipoglicemia,4
escoba económica,3
la serena pasajes ida y vuelta,5
bebida 3 lt cgas,0
canasto lavandería,3
consulta oftalomologo bono,4
revisión técnica camioneta dagoe,5
doblón galleta rellena dulce,0
pasaje a quillon,5
longaniza de chilla a granel,0
enchufe cocina,3
radiografias de la muñeca,4
examen preventivo mano gráfica y ecotografia abdomisa,4
esponja de lavar vajilla,3
jugo manzana ades caja,0
pack ampolleta espiral 12w,3
otros estacionamientos,5
chaqueta impermeable mujer,2
pilas chicas aa,3
madejas lana 50 gramos cu,2
harina ruda sin polvo de hornear,0
bebida energética red bull,0
zanahoria jugo bolsa fresca,0
olla a presión x 9 litros,3
botella vino exportación,1
examen tiroide sangre completo,4
pasaje microbus a reñaca,5
lencería mujer ropa interior,2
recarga telefónica movistar celular,6
pasaje chillan buses quillon lateral,5
yogurt c salsa,0
d loratadina,4
baterias de celular externas,6
bolsas de basura a granel,3
leches diferentes,0
coca cola en lata,0
esponjas lisas para loza,3
capelli fideos pasta seca,0
medicamento enalten 20 mg,4
colonoscopia adulto,4
bebida láctea sabor manjar 7 cajas 200 ml,0
passajes taxi colectivo,5
bolsas plasticas 32 x 40 cms,3
picado de carne,0
paño limpia pisos,3
rollos toalla papel dh mi,3
medicamento pancrit antiséptico comprimidos,4
ensaladas en bolsas,0
aluminio magnesio simet,4
recuerdos y souvenirs especifique adorno greda,3
ibuprofeno 600 mg analgésico,4
capa agua vaso,3
espejos sin instalación,3
pantalón buzo niña,2
blusas de vestir de dama,2
celular samsung prepago sin dinero,6
set hermético,3
bebida gaseosa 25 lt,0
chuleta de cordero granel,0
pasaje san camilo san carlos,5
gotas de dolor estomacal,4
trío val día noche medicamento,4
arreglo de refrigerador termostato,3
pasaje urbano bus,5
latas cervezas x 350cc,1
consulta médica oftalmológica,4
living sillón modular,3
vino 7500,1
mecánico arreglo de auto,5
snack nacho,0
ampolletas foco delantero,5
consulta con dentista,4
toalla de papel gigante 150 mts cu,3
traumatologia adulto,4
fonoaudiologo niño,4
dopler de corazón,4
ampolleta de interior 6 led,5
remedio para la tos frasco bosilvon,4
nescafe tradicional polvo,0
chocolate relleno con manjar mecano,0
pago de peaje,5
examenes varios radiografía tórax eco tiroide,4
naproxeno analgésico y desinflamatorio,4
tazas día de la madre,3
remedios para hipertensión diabetesartritisla tiroides antidepresivos para dormir,4
peaje claera,5
cajetilla de cigarros pall mall,1
cajas gelatina en hojas,0
cera brillina roja doy pack,3
amitriptilina 100 comp medicamento,4
anteojos para facilitar vista distancia,4
coca cola zero 3x15lts,0
pan centeno linaza envasado,0
galletas rigo choc dulces sin relleno,0
manguera regar,3
cama 1 12 cama nido y colchón,3
pasaje coquimbola serena micro,5
vino blanco sta helena caja,1
paquete de toalla nova 6 unidades,3
pasaje micro rancagua,5
fabricación e instalación de cortinas,3
pares guantes niña,2
yoghurt líquido chirimoya,0
pack 6 galletas,0
pares de zapatilla de niño,2
servilleta de 100,3
set alcuza de vidrio,3
gelatina en polvo para preparar,0
cardioplus remedio para el corazón,4
nescafe capuccino 190 ml,0
vacuna hepatitis b primera dosis,4
enjuague de ropa soft,3
dias de hospitalizacion por parto isapre,4
ropa niño camisas calcetines,2
hipoglos pomada tubo para herida de la mascota,4
cobrecamas 2 plazas,3
pago celular 1 plan,6
calzas escolares,2
4 botellitas vino 187 cc marca 120,1
pasajes en autobus,5
velas pony 5 unidades,3
batería de cocina 8 piezas,3
remedios gotas para los ojos presión colesterol fibromialgia,4
pago wifi a vecino,6
tarjeta bip estación militar,5
molde integral grande pierre envasado especial,0
viajes en radio taxi,5
agua mineral cachantun desechable,0
omo matic m acción,3
poleras niño algodón manga larga,2
par de zapatillas deportivas para niño,2
viaje taxi pasaje,5
caramelo skiter,0
toalla papel absorbente paquete,3
bebida pequeña gaseosa,0
puré para preparar en caja,0
faja para hernia,4
par sandalias niña infantil,2
rx tórax,4
consulta médica medicina general bono,4
calzados infantil niña,2
teléfono celular smartphone sin plan con 10000 en llamdas número en caja,6
1 caja aspirina 100 para el corazón,4
yogurt 1 1 tradicional,0
parto 1er cirujano,4
pares chalas gala mujer,2
cinturón hombre 1 mt,2
caja de poxiciclina medicamento,4
golilla pl cal,3
tazón recuerdo,3
paquete bolsa basura 80 x 110,3
base lenteja,0
pasaje micro pasaje,5
chaqueta tipo cortaviento hombre,2
medicamento pastilla ácido melfenamico,4
canasto de mimbre,3
10 boxer hombre 10par de calcetines hombre,2
leche polvo buen día semi descremada,0
poleron de algodón de hombre,2
jarabe finagrip farmacia,4
queso crema 100 grs,0
reparación de bicicleta,5
medicamento depresión,4
vitamina c efervecente,4
cajas amoxicilina x 10 pastillas cu 125 mg,4
aromatizador auto,5
cafetera eléctrica,3
pechuga pavo jamón,0
pasajes micro estudiante 200 cu,5
pack clorox desinfectante mas crema,3
consulta de traumatologo columna bono,4
par de zapatillas adulto urbanas,2
avena en caja instantánea,0
pasajes en bus talca,5
congelador pequeños,3
pasaje santiago viña,5
consulta oftalmológica control visual de tomas una vez por año,4
jugo piña 15 l,0
pijama hospital,2
celular prepaga minutos y megas,6
polera manga larga y corta,2
recuerdos y souvenirs especifique 1magnetica,3
uniformes escolares,2
nequik en polvo tarro saborizante para leche,0
talonera de silicona,4
botella metálica,3
helado de leche vainilla great value,0
café instantáneo frasco,0
teléfono celular prepago 10000 en minutos,6
revisión arreglo y mantenimiento vehículo particular,5
longaniza embutidos,0
examen de sangre colesterol th4,4
jamón praga laminado,0
pasajes bus urbanos,5
pasajes micro alto hospicioiquique,5
cama colchón catre,3
mayonesa caseradoypack,0
bordados de delntal de niño,2
cera aromática barra,3
cajonera cómoda,3
sostén de mujer marca doreen,2
agua saborizada 500 cc cada una,0
posta negra de vacuno en bistec,0
par de botines cuero mujer,2
paracetamol 160 mg kitadol,4
prednisona 5 mg corticoides para enfermedades reumaticas,4
examen de sangre virus sincicial,4
soporte bota,3
dos trajes hombres un vestido mujer,2
2 paquetes tallarines seco,0
néctar light,0
radiografía piernas,4
arlette pastilla anticoncep,4
set de 3 cuadros de pared,3
cajas diclofenaco comprimidos analgésico,4
pasaje autopista nororiente,5
alfombra bajada de cama,3
huevo a granel,0
chalecos hombre,2
carne fresca posta rosada,0
calzas deportivas,2
paila marina congelada,0
insumos costura hilos elasticos,2
recarga móvil celular,6
cambio de 4 bujias,5
galleta dulce de vino,0
biopsias examen,4
almohadas memory may,3
pasajes viña forestal,5
correa aternador repuesto vehículo,5
operación de ovarios incluye hospitalzacion medicamentos,4
eco lumbar completo,4
parkas abrigos,2
peugeot 306 automóvil,5
bananas,0
licor sangría marca trujillo,1
pantalón de buzo dama,2
atención dental endodoncia sellado tapadura,4
margarina 3 panes de 125 grs cu,0
jugo en sobre polvo,0
toalla abolengo 30 por pack,3
examen de sangre examen de orina examen ocular radiografias,4
yoghurt zero lactosa,0
vitamina c pastillas,4
glafornil xr medicamento comprimidos,4
porotos verde fresco a granel,0
paquete chuleta vetada congelada,0
sueco eva zapatos mujer,2
pago micro metrobus,5
vetido mujer d efiesta,2
enanapril para presión,4
chip celular wom,6
posta negra vacuno granel,0
jeand fashion pretina niña,2
cuadro apred,3
budinera vidrio,3
kiwi a granel fresca,0
te ceylan meldred,0
recarga celular prepago alex,6
aromatizante para auto,5
auto suzuki swift 2016,5
pago lavado de plumón,2
paquete de servilletas 200 und,3
complejo b en capsulas,4
salsa maggi tuco,0
bombón dulce,0
examenes sangre orina,4
botas femeninas,2
pasajes ida vuelta universidad colectivo,5
bono urologo,4
1 cloro maxi gel,3
examen de orina completa cultivo,4
ecografia testicular infantil,4
crema salicilato metilo,4
cicatricure gel cuerpo,4
boletos bus santiago viña,5
estaciopnamiento aeropuerto internacional,5
panties niño lanilla,2
barquillos pack,0
margarina dorina,0
juegos de fundas,5
leche colum descremada,0
2 trozos de tarta de yogurt,0
cigarros pall mall rojo x20un,1
snack mix papas fritasraitascheezels envasados,0
peaje stgo rgua,5
acelga paquete fresca,0
pasajes para talagante,5
mantequilla emnvasada,0
interruptor simple,3
paños multiuso virutex,3
medicamento relexan 5mg,4
medicamento griparama propoleo echina vit c,4
locomoción urbano,5
lavadora 20 kg,3
pase escolar carga tarjeta,5
mermelada dietética frutilla,0
carga celular movistar,6
clotrimazol infecciones vaginales,4
mata insectos tanax,3
ballerinas escolares,2
pañuelo hombre,2
pack silicona renovador de auto,5
galletas saladas sin relleno agua,0
caja de helado,0
queso crema como pate,0
consulta nutriologa padre,4
cazuela pollo a granel,0
piluchos y camisetas nuevas,2
camioneta hilux,5
enchufe toma corriente simple,3
pastel croissant,0
pasajes aereos pta arenasstgo ida y vuelta,5
polera juvenil manga larga,2
cuchillos 3 piezas,3
pasajes de locomoción colectivo,5
margarina deline,0
clavinex dúo antibiótico,4
teléfono prepago moto g4 plus sin promoción,6
taxi viaje,5
diclofenaco para cefalea,4
camioneta hilux,5
peajes viaje al sur,5
uber carrera centro san bernardo,5
lenguitas de gato chocolate,0
bufanda artesanal,2
pan de molde light castaño,0
lentes de contacto hija,4
par gafas opticos marco cristal,4
laminas mortadela jamonada,0
poleron algodón niña,2
compra regalo pantalón hombre,2
pistola para hidrolavado bauke,3
bontrol para mareos,4
pan hot dog especial granel,0
vino blanco 120,1
cloro clorinda en botella,3
berformina diabetes,4
bebida aquarius de 15 lt,0
auto nissan primera sedan,5
pares de calcetas de algodón hombre,2
palata hass granel,0
set de especiero,3
tornillos 6x2 12,3
par zapatillas línea 2,2
pan corriente unimarc,0
eutirox remedio para la tiroides,4
pasajes colectivo bus urbano,5
pechuga pavo asada envasada,0
lentejas 6m,0
panes hallulla a granel,0
litros aceite auto,5
carne huachalomo fresca,0
canastillos wc desinfectante,3
melatonina 3 mg 30 cap,4
spaty desinfectante,3
polar mujer poleron de polar,2
3 unidades queso crema,0
pechuga pavo cocido granel,0
sobre cartón medio envío,6
ciagrros cajetilla,1
pack de leches individuales 6 und,0
comprimidos bion multivitaminico,4
crema pañal bebe weleda,4
cargar tarjeta bip,5
porotos en bolsa,0
pasaje pozo almontequillagua,5
viaje curauma a viña,5
carro de compras,3
cierre centralizado eléctrico automóvil,5
ampolletas led,5
medicamento fitoterapia en capsulas 60 grs,4
ketchup doy pack,0
pasajes urbanos locomocioncolectiva,5
consulta oftalmológica mujer,4
pasaje a la feria colectivo,5
carne tapapecho trozo,0
juego de ollas batería,3
soft áloe vera,3
talla micro fibra,2
celular own style,6
pan hallulla corriente,0
sofá cama,3
leche entero líquido,0
mata insectos tanax,3
medicamento antidiarreico pareteryl,4
calza capri lisa,2
silicona cera para autos y renovador neumaticos,5
toyota rop 4,5
mantención 20000 km,5
examen de proteína c hemograma,4
cloro gel lavanda,3
cajetilla cigarrillos pallman clic azul 10 unidades,1
caja néctar durazno tetra,0
guante de látex 3 m,3
pall mall clic 10,1
diesel petróleo,5
3 detergentes para ropa de 3 kilos cu 3 bidones de 2 lt de cloro 2 pack de 2 lt de suavisante para ropa 3 botellas con dosificador antigrasa cocina 3 botellas 1 lt limpiador líquido para baños,3
cigarros pall mall rojo x20un,1
control neurólogo infantil,4
sal de fruta 5 gr cu,4
limpiador anti hongo líquido,3
1 cinta maskingtape,3
pasaje bus la ligua viña,5
poroto feria,0
pack cerveza cristal en lata 6 unidades,1
colectivo quipue cerro,5
dulce chileno,0
chalecos mujer 7990 cu,2
desodorante auto glade,3
ida vuelta a viña pasaje,5
moldes de plasticos grande,3
marco de foto regalo tía colegio día de la madre,3
metaformina 10 mg,4
servilleta coctel,3
yogurth 1 kg mora tradicional,0
detergente ropa 100 gr,3
pack limpiavidrio,3
99 jeans hombre mujer y niño 99 poleras hombre mujer y niño,2
serv elite de papel,3
pasaje en micro para el consultorio,5
salsas tomates,0
