content,polarity
Necesito ver por lo menos una vez más a Riri para irme a dormir más conforme. ¿Por qué tienen que echar a estas horas la gala?  #VMAs,N
"@OnSuicidio es una barbaridad de dinero, y aunque lo tuviera no puedo porque se contrata antes del show  -Noe",N
"@jose97angel ¿eliminada? Nooo, no la han eliminado. Pasó a la semifinal el otro día ",P
@jonathanchacon te deseo muchísima suerte en tu próxima aventura tío ,P
"@EduHdez7th @UDLP_Oficial Preciosa vista y gran resultado, enhorabuena ",P
"@_MrsCristina te amo, aunque parece que te has dormido cuando quedaban 5 o 6 ",NEU
@MataTweet @Alejandro_Novas jajajajaja. El All Bran es Pro!  Buenos días compis! ,P
De verdad desde que me puse las gafas moradas no soporto a ningún tío y ,N
"El puente mas bonito de la constitución este año en Alicante 12,13 y 14 @zaharapop en directo y allí estaré ",P
"@ce_roses Ouch, ya no llego, a ver si para la próxima si que puedo  un saludo",N
Aaaa aaa estoy tan cansada y me espera una semana tan horrible hasta el jueves que ,N
"@Fourty35 Es este chisme, que no expresa los matices. No era la idea el elemento cortante.",N
"Venga va hasta luego, solo he dormido 3 horas ",N
"@Ronronia @MsLectora Uf, los freudianos! Vinieron a tomar café el miércoles y aquí los tengo aún,  acampados en el pasillo  Bon dia ",NEU
Un vibrador que nos estudia...se adapta a nuestras necesidades. Lo mejor del #Verano este #juguete inteligente https://t.co/VLgBuWnYX7,P
"@carlachan Ja ja, hay gente muy cansina, sobre todo a partir de cierta edad, paciencia... ",N
"@emedemo holaaaa de origen vegetal  nunca nunca nunca de origen animal, buen día ",NEU
"@gilthoniel_1987 Si estoy trabajando, con vistas eso sí. Buenos días!! ",NEU
"@eenriquelopez era por troleaer, usar store data  valdría auqn tampoco sería preciso. #troll",NONE
oir a @KNekro  y a @G4G_Revenant que haran directos del wow pero no se acuerdan que el server lo mas seguro ni que vaya  jaja ,N
@ElnAlfaro Sí. En realidad no pensaba q fueran a recortar tanto. La querencia es mutua ,NEU
"@lococamionero @pnique no, si pagar le pagaba bien, tranquilo ",P
lo mejor de to es que me examino justo el dia de mi cumple pero bueno la vida ,P
"@alejandrosanmo @luisalisferrer Hay una historia escrita donde salen las mujeres, pero no es tan popular ni se estudia en las escuelas ",N
"@Valenciazombi Genial! muchas gracias. Mi fanpage de FaceBook sigue activa también, aunque yo no entre ",P
2. Si. Eres mi crush máximo aunque te considere de mis mejores amigos ,P
Digo yo que tengo mala memoria y mi vecino se ha tatuado el nombre de su mujer ,NEU
@enriccortinhas Mil gracias por compartir Enric! Feliz noche ,P
@BrokenCr0ss_ Eres mi emo fav. Lo de emo es coña se que no lo eres. Quiero verte. Cantas muy bien maldito. ,P
@IleniaGarcia @LauraHerreraCb @Caro96lina @LaraRMartin HAHAHAHHA MMM NOS VAMOS EN 2 semanas y no tenemos ni hotel Pa la primera noche,N
@YumaRuchi sigue mejor que mi pelorizo  FeelsBadMan,N
Limo sadboy de mierda la vida es maravillosa ,NEU
"@marcasgz ufff ni te imaginas, y claro encima dándome golpes en la cabeza por mi sentido del humor ",N
Aquí tenéis el segundo vídeo del día  14 días para tener PES 2017 y la demo de FIFA 17!! WUOUUOO https://t.co/8hh6Fu6kRB,P
en verdad me duele la vida recordar este momento porque fue tan bonito ,N
"@CharlieSkelter ehhhhhhh ese no he sido yo, y lo digo muy en serio  hasta los cojones de que me roben mi puto identidad.",N
Que mal rollo da dormir sola diariamente en casa ,N
Lo que ma el ser optimista que hay en mi (qUE LO HAY AUNQUE SEA MINÚSCULO) Lo que meno el hecho de no confiar  https://t.co/OafLkK91G2,NEU
Bueno ya tengo unos links guardados para el summer finale de pll  Espero que me funcionen hmm...,P
@Pedroner Pues deja de hacer en pervertido y de viciar y haz algo por tu vida ,N
"Dicen que Twitch va mal hoy, pero aún así os pondré stream en 20 mins ",NEU
"@jjsaenzde A mí me haces un favor, encantado  @srtagalicia",P
@arturocaracuel @javifontalba @joaquinito71 @desmarquemalaga el.partido estaba pa Lugano ,NEU
@manueljorgegh @RLloria gracias  feliz noche a ambos!,P
"Necesito dos rodamientos, Marcos mañana traemelos porfa ",NONE
@lantoli podemos usar el término.equipo pepino ,NEU
@GermanDZ @jmbeas @CarlosTheSailor @penguinjournals Yo creo que el consumo cerebral es inversamente proporcional a su uso ,NEU
"Tengo poco dinero y poco nivel (nivel 6 bitches). Así que nada de historia, farmear y contratos a muerte ",N
@ranoeldelbar @HacheFilardi @Noel_PI Claro claro! Buscamos justo los otros ,NONE
"@mividaaburrida @juanpabloraba por dios que guapo sale, que pena que en españa supongo que no saldrá ",NEU
"@Soukron si mi salón de 25m pasará a ser de 50… igual si, pero para mí caso ahora mismo, ideal ",P
"¡Eh @rccelta_oficial, #GuidettiNoSeVende! Pero entre nosotros... Si lo vendéis, mandarlo para Valencia eh  #AmuntValencia #HalaCelta",P
@ricki33_ me quedo con la tónic ya sabes que soy un clásico ,P
"@whoscabello Es que es verdad, prefiero mil veces que estea sana que ir a verla al concierto y que se encuentre mal ",NEU
"@LaQueSoySiempre @ealbaga Por desgracia vende más  ,riñas,trifulcas,peleas,al cuello!! mátalo!!",N
"@SoRaRaP eso sería más propio de ellos, yo no me ensucio las manos con personas dependientes ",N
"@LaQueSoySiempre Te comprendo,dominar y anular como haces tú conmigo al HABLARME en voz ALTA,ok ",N
"@GemitaKbyos ¡Enhorabuena! Eres la ganadora del sorteo,escríbenos por mensaje privado para darte el premio ",P
"@AitanaZD ¡Enhorabuena! Eres la ganadora del sorteo,escríbenos por mensaje privado para darte el premio ",P
"@Noel_PI habrá, pero no conozco y tb habrá mucha etimología popular falsa... El Wiktionary para mirar uno por uno va bastante bien ",NEU
"@xladyoflight claro que sí, París merece mil visitas ",P
.@FestivalGigante vamos a estar desde primera hora viendo a @GoleYaika y @SonogramaGrupo pero son bienvenidas alternativas emergentes! ,P
@Safreeoficial y pfff...tambien la gente me caia genial..y me da muchisima pena ,N
La persona vale para algo. Otra cosa es que no te creas lo maravilloso y ese arte que puedes desplegar..fingelo hasta que se exprese.,P
"@pmklose Le conocí en 2011, me pareció inteligente, respetuoso y respetable, pero combativo, si... ",P
@cartoblasto @mrobaina @uby77 no seas malo  se pide sobre PIB  déficit 4% es 40.000 millones gastados + que ingresados jaja,N
@AliceDesuDesu Legion>Novia? Lo bonito es Legión + novia en el pack  asi juegas con ella.,P
@RaulVCF__ ya y asi se va a quedar hasta que encuentre una de villa nueva en calidad ,N
"Doght es amable,Doght es cariñoso,todos quieren un Doght,disponibles,en ninguna parte ",NEU
@albertbru una especie de Titanic pero en versión cutre no? ,N
15. No me gusta el término  16. Meh 17. Depende de qué 18. No 19 Un perrete prechiocho 20. No 21. No 22. El año pasado,NONE
"@maaryamxd le doy a me gusta como fuera Rt ya que tu cuenta es privada,vale? ",NONE
@xtrelok pero del practico ya? No me dijiste que hacías prácticas. ,N
@jimena9011 @JM_VelascoG muchas gracias! feliz noche a ambos ,P
"@SiMeLaTarareas @HacheFilardi @Noel_PI sí, los epónimos!  como ""rebeca"" también ",NONE
"@magoangelESP mago dejaras el vídeo subido en youtube, es que ahora no lo puedo ver ",NEU
@BorjaCastejon Llévales bibliografía! La evidencia en educación médica existe ,N
"Si papá vas a regalar mi piano, tranquilo que te dejo, no te preocupes ",P
@ShiyuuTeikoku @__Frostmourne__ y ojo no les nombres el HSM que se ponen todo dignos ,N
Me retuitea gente que no conozco y sus amigos no tiene los mensajes abiertos y no sé que haser ,N
@esther_trota Espero que te guste  Escocia es precioso!,P
@lonchbox @ipatri @Joan_Artes @martasimonet @malabache @YouTube el dulce de leche hizo mucho daño ,N
@Aitorek @ArvenLoL yo ya en eso no me meto  sacar las cosas de contexto y llevarlas a tu terreno es algo diferente,N
"@_rvng En Castalla (Alicante) muy oportunamente, a primeros de mes celebran sus fiestas de Moros i Cristians i todos están de fiesta! ",P
"@MonicaRuedats gracias, Mónica! feliz noche, guapa ",P
Encantado @juanl_cruz  estás siempre bienvenido. Espero visitaros en Málaga antes ,P
@Maleski ¿Y a tu agente del CNI no le deseas buena noche? Pobre. ,N
@AngryCharlio ostia... jugaba a uno de los primeros en la SNES en japonés!! Y lo jodido es que lo acabé  Me encantaban estos juegos!,P
@Pablogorrito @Yulian_Poe Vale me san confundio los oido  hacía mucho que no escuchaba el cara al sol JAJAJA,N
"@Suli22 ni siquiera llegué para ver las competiciones de Río en directo, solo las barras asimétricas de Aliya ",N
"@ialcazar @CarlosTheSailor @kinisoftware @tolivern Ah! No se, yo uso sickrage que no entiende de divisiones ",NONE
"@Pablogorrito @Pablo_VzP No sabe a mierda, está muy buena ",P
"@Tokpelotas @Carlbozal +1 y coincido, no imaginaba que el 4k se notaría tanto a esas distancias. Pensando en pasar a Netflix UHD ",P
@BornToBeJuan lo siento Juan ya sabes que soy hetero ,N
@thorelvasco @PabloGenis yo no me tiro pedos soy un princeso ,NONE
Mi móvil no me deja abrir los grupos y tengo unos 600 mensajes así de regalo ,N
"@GinaSieben Pues sí, es precioso como bien puedes ver en el vídeo ",P
"@mtscano veo ahora mismo más fácil el sí del PNV mañana, ha dejado clarito lo que piensa del diálogo aquí ",NEU
"@johnny21es Bueno, me piro a la piscina , que hace un día estupendo ",P
@aparachiqui @kikollan tu suma a una semana de verte abocado a elecciones ,NEU
Isco con Juande no seria titular y lo sabeis... al mister le van mas los Tissones... ,N
"Esto de salir a en punto de casa, y que el bus tarde 10 min en llegar, y vaya muuuuuuy tranquilo no me gusta. Eh? ",N
@offerrall @DarksDiego997 se puede hacer directo desde la ps4 sin capturadora ,NONE
Me meo con las voces españolas  encima pronuncian Raven como /raiven/ en vez de /reiven/.,N
"@Noel_PI Y Noel significa Navideño, pedo también lo asumimos. Pero alguien lo tuvo que poner por primera vez ",NONE
"tengo muchas ganas de mimitos, y sabia que pasaria y ahora pos a ser fuerte o algo",N
la verdadera eriichii me hubiera dado besitos SO MARRANA ,N
"@hectorboigues ay, pues gracias... Al menos tú sí lo ves como algo ingenioso... Ayer me dijeron que tenía un insufrible sarcasmo ácido ",NEU
@Nadieelosabe Vale vuelvo a preguntar. No sabia no que te siguiera ,NONE
@SEGAFORLIFE es la feria de mi tierra  Solo espero que sea un éxito y ser un gran anfitrión ,P
"@HCFanego @almoregan Gracias, tú también  Por cierto, vete rellenando la bodega, que el 17 estoy allí",P
"@mercesori @clicfox ¡Enhorabuena! Eres la ganadora del sorteo,escríbenos por mensaje privado para darte el descuento ",P
"@Sara_Bouvier nada, yo por lo menos cuando compré la guitarra eléctrica me salió muy parecido a sí la hubiese comprado en Thomann ",NEU
"Un poquito de Ministerio del Tiempo y a dormir, que mañana hay que hacer muchas cosas Bona nit",P
"@SonrieXRIZ ya  Si algún día soy rica te llevo conmigo a verlo a donde sea, promesita",P
"No, no. Ya no te quiero, me declaro soltera a partir de ahora, me has hecho daño  @carjudi6",N
@imconnorstruck mi corazón dejó de palpitar como una papa frita cuando empezó el capítulo  #PLLSummerFinale,NEU
Lo mejor de todo...la felicidad felices porque pronto veremos la boda de J&P… https://t.co/RXtpPrcVe7,P
@forbaltihood De nada jo a veces solo hace falta esperar y tener paciencia ,P
@Haplo_Schaffer Lo mejor son sus amiguitos defendiéndole diciéndome a mí que pase página cuando es él el que no me deja en paz ,N
"@BubblesaurTV eso es lo peor de todo, de verdad, no se cómo no les da vergüenza, me dan ganas de llorar ",N
@CheeseLena_ emberdá mis dibujos del paint son mejores ,N
@plcido_vzquez @cultrun creo que duran más que tantos amores eternos ,NEU
"@hectorboigues a preguntas mediocres, respuestas ingeniosas...  ",N
"@lorzagirl oye, que mi madre se le cortó la leche  y mirame, 1,85 XD, aunque algo enfermizo de pequeño. Ahora, lo de la leche X...",NEU
"Ya llegó Unidos Podemos, @Pablo_Iglesias_ y @AGarzon acaban de llegar juntos al @Congreso_Es ",NONE
@ArthasSama @Holic_meri es por no destrozar tus posibilidades con la gente guapa ,NEU
@TheFlowerGirl90 a bueno le fuistes a decir.....  quevaaa yo tengo muy poca cosa tambien ^^ ,N
@Crisnosesae @l30n4_ tio a mi sus libros me encantaban  pero es verdad que con el mensaje se ha pasado de clasista xd,NEU
@javier_andres @txarly fui idiota y pude comprarlas hace días. Parezco nuevo. ,N
me he ido a la ducha y se me ha olvidado coger la ropa  ahors tengo que salir a por ella y como haya alguien en mi ventana me ve desnuda,NONE
"@Shiroychi ¡#Nunca! Lo hablaremos, lo hablaremos. Seguro que coincidimos en más de una convención. ",P
@LauraCarvajal @RLloria @arturovillegasg @perezreverte @BmDulce @scardige @Laura_Chica @drcesarlozano un abrazo  es mutuo!!,P
@KoiSamsa jajajaja yo creo que esa fue improvisto eh! muchas grasias hermosa!! ,P
"@LovNaty Tu vida ha parido a un grandisimo hijo de la gran p... , un maravilloso hombre!!. ",N
"@Javiturpeiro eso dice mucho de él... así que nada, tómate tu tiempo que cuando estés preparado, todo llegará ",NEU
@ninivecardenas2 Te puedes creer que te iba a poner lo mismo  Te quiero mi Nini,P
@Rakshasa21 Pues no disfrutarás de un Dulce suelo ,N
"@ISanDesign @Hobby_Consolas jaja y por que lo peor, los juegos de Ubisoft no son tan malos, lo que si es un poco malo es ser solo de Sony ",N
¡Ya hemos contactado con los ganadores de #YosoyMTVJammingVibe! Atentos porque mañana lanzamos nuevo #concurso  https://t.co/K0xoobBiM3,NONE
Ya se acaba el ineternete ,NEU
"Cuando no puedo dormir, escribo todo lo que preocupa en una libreta que alguien me regaló y es como un somnífero instantáneo ",P
"@StealThisHills omito el *con alguien*, pensaba que estaba claro ",N
@Otxu88 espero que fuera todo bien y ahora a por una gran semana ,P
"@CNNEE y si puedo trabajar en Madrid, Buenos Aires o Bogotá yo sería también muy feliz hihihihi ",P
"Al principio él no te gusta , pero te acaba gustando y cuando te deja lo extrañas ",NEU
"@tinoroso @titomartin67 @uby77 es un término coloquial, no un análisis ",NONE
me encantaría mucho tener una buena cámara y saber como usarla a la perfección ,P
"@_mhiguera en cualquier caso gracias por tu ""welcome back"". Qué cálido ha sido ",P
Han tenido buena iniciativa @AnabelCampo y encima son amigos ,P
"@_mhiguera me ha dicho que es ""bienvenida de nuevo"". Pero ya me has hecho ir allí y ya  tú sabes que no suele haber nada bueno ",N
"Ahora me daba yo un manguerazo a ver si se me quitaba esta cara de ""hola he dormido 2 horas"" ",N
"@JulenReal Anda que no nos hemos subido ahí tu y yo en el paseo nuevo,  en fiestas de semana grande  ... ",P
@henryancat tio es que esta el librillo recien comprao der chino y me toca la polla vente pa casa te doy un piti ,N
Janowiiiiiiiicz ole tus cojones y ole tu set y tu over!!!! No me pago las fiestas pero si algún cubata!! Buenos diiiiias mundo!! ,P
@AlbbaBernet póntela y te das una vuelta por Málaga porfa ,NONE
"Me ha explotado un vaso en la mano, que forma tan bonita de empezar el día ",N
"@crypsicho Significa que nos ha resultado gracioso cómo lo has dicho. Como ya comentamos, al final en 2016 es imposible traerlos ",N
"@insumisiones Es asqueroso esto. Amiguitos de mi ex diciendo que normal que me pegase porque ""tengo mucha mala leche."" Increíble.",N
alguien sabe donde puedo intercambiar photocards de exo? o-o,NONE
